product,date,min,max,avg
Tomato Small(Tunnel),2024-02-21,25.0,30.0,27.5
Tomato Small(Indian),2024-02-21,20.0,26.0,23.0
Tomato Small(Terai),2024-02-21,25.0,32.0,29.4
Potato Red,2024-02-21,30.0,34.0,32.0
Potato Red(Indian),2024-02-21,32.0,34.0,33.0
Onion Dry (Indian),2024-02-21,70.0,75.0,72.5
Carrot(Local),2024-02-21,30.0,35.0,32.5
Carrot(Terai),2024-02-21,25.0,30.0,27.67
Cabbage(Local),2024-02-21,30.0,40.0,35.0
Cabbage(Terai),2024-02-21,25.0,35.0,30.0
Cauli Local,2024-02-21,25.0,35.0,30.0
Cauli Local(Jyapu),2024-02-21,30.0,40.0,35.0
Cauli Terai,2024-02-21,20.0,30.0,25.0
Raddish Red,2024-02-21,30.0,35.0,32.5
Raddish White(Local),2024-02-21,25.0,30.0,27.5
Raddish White(Hybrid),2024-02-21,25.0,30.0,27.5
Brinjal Long,2024-02-21,50.0,60.0,56.67
Brinjal Round,2024-02-21,50.0,60.0,56.67
Green Peas,2024-02-21,80.0,100.0,90.0
French Bean(Local),2024-02-21,100.0,110.0,105.0
French Bean(Hybrid),2024-02-21,100.0,110.0,106.67
French Bean(Rajma),2024-02-21,100.0,120.0,110.0
Sword Bean,2024-02-21,70.0,80.0,76.67
Bitter Gourd,2024-02-21,120.0,130.0,125.0
Bottle Gourd,2024-02-21,50.0,60.0,56.67
Pumpkin,2024-02-21,45.0,50.0,46.67
Squash(Long),2024-02-21,60.0,70.0,66.67
Squash(Round),2024-02-21,60.0,70.0,66.67
Turnip,2024-02-21,70.0,80.0,76.67
Okara,2024-02-21,90.0,100.0,95.0
Sweet Potato,2024-02-21,80.0,90.0,86.67
Barela,2024-02-21,50.0,60.0,55.0
Arum,2024-02-21,80.0,90.0,86.67
Christophine,2024-02-21,40.0,50.0,45.0
Brd Leaf Mustard,2024-02-21,40.0,50.0,43.33
Spinach Leaf,2024-02-21,60.0,70.0,63.33
Cress Leaf,2024-02-21,60.0,70.0,66.67
Mustard Leaf,2024-02-21,30.0,40.0,35.0
Fenugreek Leaf,2024-02-21,60.0,70.0,66.67
Onion Green,2024-02-21,90.0,100.0,96.67
Bakula,2024-02-21,80.0,90.0,86.67
Yam,2024-02-21,60.0,70.0,66.67
Mushroom(Kanya),2024-02-21,100.0,120.0,110.0
Mushroom(Button),2024-02-21,300.0,350.0,325.0
Asparagus,2024-02-21,1800.0,2000.0,1900.0
Brocauli,2024-02-21,30.0,40.0,35.0
Sugarbeet,2024-02-21,60.0,70.0,66.67
Drumstick,2024-02-21,130.0,150.0,140.0
Red Cabbbage,2024-02-21,50.0,60.0,56.67
Lettuce,2024-02-21,70.0,80.0,76.67
Knolkhol,2024-02-21,60.0,70.0,65.0
Celery,2024-02-21,80.0,90.0,86.67
Parseley,2024-02-21,220.0,250.0,235.0
Fennel Leaf,2024-02-21,60.0,70.0,66.67
Mint,2024-02-21,220.0,250.0,235.0
Turnip A,2024-02-21,70.0,80.0,76.67
Tamarind,2024-02-21,140.0,150.0,146.67
Bamboo Shoot,2024-02-21,90.0,100.0,96.67
Tofu,2024-02-21,150.0,170.0,160.0
Gundruk,2024-02-21,250.0,300.0,275.0
Apple(Fuji),2024-02-21,300.0,350.0,325.0
Banana,2024-02-21,120.0,140.0,130.0
Lime,2024-02-21,250.0,300.0,276.0
Pomegranate,2024-02-21,280.0,300.0,290.0
Grapes(Green),2024-02-21,120.0,140.0,130.0
Grapes(Black),2024-02-21,180.0,200.0,190.0
Orange(Nepali),2024-02-21,140.0,150.0,146.67
Orange(Indian),2024-02-21,90.0,100.0,96.67
Water Melon(Green),2024-02-21,60.0,70.0,66.67
Sweet Orange,2024-02-21,130.0,140.0,135.0
Mandarin,2024-02-21,220.0,250.0,235.0
Pineapple,2024-02-21,150.0,180.0,165.0
Cucumber(Local),2024-02-21,150.0,160.0,156.67
Cucumber(Hybrid),2024-02-21,60.0,70.0,66.67
Jack Fruit,2024-02-21,120.0,130.0,126.67
Lemon,2024-02-21,50.0,60.0,56.67
Pear(Chinese),2024-02-21,220.0,250.0,240.0
Papaya(Nepali),2024-02-21,70.0,80.0,76.67
Papaya(Indian),2024-02-21,80.0,90.0,86.67
Guava,2024-02-21,150.0,160.0,155.0
Mombin,2024-02-21,110.0,120.0,116.67
Kinnow,2024-02-21,90.0,100.0,96.67
Strawberry,2024-02-21,250.0,350.0,300.0
Kiwi,2024-02-21,400.0,500.0,450.0
Avocado,2024-02-21,400.0,500.0,450.0
Amla,2024-02-21,70.0,80.0,75.0
Ginger,2024-02-21,200.0,220.0,210.0
Chilli Dry,2024-02-21,420.0,460.0,443.33
Chilli Green,2024-02-21,90.0,100.0,96.67
Chilli Green(Bullet),2024-02-21,90.0,100.0,96.0
Chilli Green(Machhe),2024-02-21,70.0,80.0,76.67
Chilli Green(Akbare),2024-02-21,250.0,260.0,255.0
Capsicum,2024-02-21,90.0,100.0,96.0
Garlic Green,2024-02-21,120.0,130.0,126.67
Coriander Green,2024-02-21,40.0,60.0,47.5
Garlic Dry Chinese,2024-02-21,300.0,320.0,310.0
Clive Green,2024-02-21,100.0,120.0,110.0
Fish Fresh(Rahu),2024-02-21,340.0,360.0,350.0
Fish Fresh(Bachuwa),2024-02-21,250.0,260.0,255.0
Fish Fresh(Chhadi),2024-02-21,250.0,280.0,263.33
Fish Fresh(Mungari),2024-02-21,350.0,360.0,355.0
Tree Tomato,2024-02-21,140.0,150.0,146.67
Tomato Big(Nepali),2024-02-20,50.0,60.0,55.0
Tomato Big(Indian),2024-02-20,70.0,80.0,75.0
Tomato Small(Local),2024-02-20,25.0,30.0,27.5
Tomato Small(Tunnel),2024-02-20,25.0,30.0,27.5
Tomato Small(Indian),2024-02-20,25.0,30.0,27.5
Tomato Small(Terai),2024-02-20,20.0,30.0,25.0
Potato Red,2024-02-20,30.0,34.0,32.0
Potato Red(Indian),2024-02-20,32.0,33.0,32.5
Onion Dry (Indian),2024-02-20,72.0,75.0,73.5
Carrot(Local),2024-02-20,30.0,40.0,35.0
Carrot(Terai),2024-02-20,25.0,30.0,28.33
Cabbage(Local),2024-02-20,30.0,40.0,35.0
Cabbage,2024-02-20,25.0,35.0,30.0
Cauli Local,2024-02-20,25.0,35.0,30.0
Cauli Local(Jyapu),2024-02-20,40.0,50.0,45.0
Cauli Terai,2024-02-20,25.0,30.0,27.5
Raddish Red,2024-02-20,25.0,30.0,26.67
Raddish White(Local),2024-02-20,30.0,35.0,32.5
Raddish White(Hybrid),2024-02-20,25.0,35.0,30.0
Brinjal Long,2024-02-20,50.0,60.0,55.0
Brinjal Round,2024-02-20,50.0,60.0,55.0
Green Peas,2024-02-20,80.0,100.0,88.0
French Bean(Local),2024-02-20,90.0,100.0,95.0
French Bean(Hybrid),2024-02-20,90.0,100.0,96.67
French Bean(Rajma),2024-02-20,100.0,110.0,106.67
Sword Bean,2024-02-20,70.0,80.0,75.0
Bitter Gourd,2024-02-20,140.0,150.0,145.0
Bottle Gourd,2024-02-20,50.0,60.0,56.67
Smooth Gourd,2024-02-20,70.0,80.0,75.0
Pumpkin,2024-02-20,45.0,50.0,47.5
Squash(Long),2024-02-20,60.0,70.0,65.0
Squash(Round),2024-02-20,70.0,80.0,76.67
Turnip,2024-02-20,70.0,80.0,76.67
Okara,2024-02-20,90.0,100.0,95.0
Sweet Potato,2024-02-20,70.0,80.0,76.67
Barela,2024-02-20,50.0,60.0,55.0
Arum,2024-02-20,70.0,80.0,76.67
Christophine,2024-02-20,50.0,60.0,55.0
Brd Leaf Mustard,2024-02-20,40.0,50.0,43.33
Spinach Leaf,2024-02-20,60.0,70.0,66.67
Cress Leaf,2024-02-20,60.0,70.0,66.67
Mustard Leaf,2024-02-20,30.0,40.0,35.0
Fenugreek Leaf,2024-02-20,60.0,70.0,66.67
Onion Green,2024-02-20,100.0,120.0,110.0
Bakula,2024-02-20,80.0,90.0,85.0
Yam,2024-02-20,60.0,70.0,65.0
Mushroom(Kanya),2024-02-20,100.0,120.0,110.0
Mushroom(Button),2024-02-20,300.0,350.0,325.0
Asparagus,2024-02-20,2000.0,2500.0,2250.0
Brocauli,2024-02-20,50.0,60.0,55.0
Sugarbeet,2024-02-20,60.0,70.0,66.67
Drumstick,2024-02-20,120.0,140.0,130.0
Red Cabbbage,2024-02-20,50.0,60.0,56.67
Lettuce,2024-02-20,60.0,70.0,66.67
Knolkhol,2024-02-20,50.0,60.0,56.67
Celery,2024-02-20,80.0,90.0,86.67
Parseley,2024-02-20,220.0,250.0,235.0
Fennel Leaf,2024-02-20,60.0,70.0,66.67
Mint,2024-02-20,220.0,250.0,235.0
Turnip A,2024-02-20,70.0,80.0,76.67
Tamarind,2024-02-20,140.0,150.0,146.67
Bamboo Shoot,2024-02-20,90.0,100.0,96.67
Tofu,2024-02-20,150.0,170.0,160.0
Gundruk,2024-02-20,250.0,300.0,275.0
Apple(Fuji),2024-02-20,300.0,350.0,325.0
Banana,2024-02-20,120.0,140.0,130.0
Lime,2024-02-20,250.0,300.0,275.0
Pomegranate,2024-02-20,280.0,300.0,290.0
Grapes(Green),2024-02-20,120.0,150.0,135.0
Grapes(Black),2024-02-20,180.0,200.0,190.0
Orange(Nepali),2024-02-20,140.0,150.0,146.67
Orange(Indian),2024-02-20,90.0,100.0,96.67
Water Melon(Green),2024-02-20,60.0,70.0,66.67
Sweet Orange,2024-02-20,130.0,140.0,136.67
Mandarin,2024-02-20,220.0,250.0,235.0
Pineapple,2024-02-20,180.0,200.0,190.0
Cucumber(Local),2024-02-20,140.0,150.0,145.0
Cucumber(Hybrid),2024-02-20,60.0,70.0,66.67
Jack Fruit,2024-02-20,120.0,140.0,130.0
Lemon,2024-02-20,50.0,60.0,56.67
Pear(Chinese),2024-02-20,220.0,250.0,235.0
Papaya(Nepali),2024-02-20,70.0,80.0,76.67
Papaya(Indian),2024-02-20,80.0,90.0,86.67
Guava,2024-02-20,120.0,150.0,135.0
Mombin,2024-02-20,110.0,120.0,115.0
Kinnow,2024-02-20,90.0,100.0,96.67
Strawberry,2024-02-20,250.0,350.0,300.0
Kiwi,2024-02-20,400.0,450.0,425.0
Avocado,2024-02-20,400.0,450.0,425.0
Amla,2024-02-20,70.0,80.0,76.67
Ginger,2024-02-20,200.0,220.0,210.0
Chilli Dry,2024-02-20,460.0,480.0,470.0
Chilli Green,2024-02-20,90.0,100.0,95.0
Chilli Green(Bullet),2024-02-20,90.0,100.0,95.0
Chilli Green(Machhe),2024-02-20,70.0,80.0,76.67
Chilli Green(Akbare),2024-02-20,250.0,300.0,275.0
Capsicum,2024-02-20,100.0,110.0,105.0
Garlic Green,2024-02-20,130.0,150.0,140.0
Coriander Green,2024-02-20,70.0,80.0,75.0
Garlic Dry Chinese,2024-02-20,300.0,320.0,310.0
Fish Fresh(Rahu),2024-02-20,340.0,360.0,350.0
Fish Fresh(Bachuwa),2024-02-20,250.0,260.0,255.0
Fish Fresh(Chhadi),2024-02-20,250.0,300.0,275.0
Fish Fresh(Mungari),2024-02-20,350.0,370.0,360.0
Tree Tomato,2024-02-20,140.0,150.0,146.67
Tomato Big(Nepali),2024-02-19,50.0,60.0,55.0
Tomato Big(Indian),2024-02-19,60.0,70.0,65.0
Tomato Small(Tunnel),2024-02-19,30.0,35.0,32.5
Tomato Small(Indian),2024-02-19,30.0,35.0,32.5
Tomato Small(Terai),2024-02-19,25.0,35.0,30.0
Potato Red,2024-02-19,30.0,35.0,32.5
Potato Red(Indian),2024-02-19,30.0,32.0,31.33
Onion Dry (Indian),2024-02-19,75.0,80.0,78.0
Carrot(Local),2024-02-19,30.0,35.0,32.5
Carrot(Terai),2024-02-19,25.0,30.0,28.33
Cabbage(Local),2024-02-19,35.0,42.0,38.4
Cabbage,2024-02-19,25.0,30.0,28.33
Cauli Local,2024-02-19,25.0,35.0,29.0
Cauli Local(Jyapu),2024-02-19,40.0,50.0,45.0
Cauli Terai,2024-02-19,25.0,35.0,30.0
Raddish Red,2024-02-19,25.0,30.0,28.33
Raddish White(Local),2024-02-19,25.0,30.0,28.33
Raddish White(Hybrid),2024-02-19,30.0,35.0,33.33
Brinjal Long,2024-02-19,40.0,50.0,46.67
Brinjal Round,2024-02-19,40.0,50.0,45.0
Green Peas,2024-02-19,100.0,120.0,110.0
French Bean(Local),2024-02-19,90.0,100.0,95.0
French Bean(Hybrid),2024-02-19,90.0,100.0,95.0
French Bean(Rajma),2024-02-19,110.0,120.0,116.67
Sword Bean,2024-02-19,80.0,90.0,86.67
Bitter Gourd,2024-02-19,120.0,130.0,126.67
Bottle Gourd,2024-02-19,50.0,60.0,56.67
Pumpkin,2024-02-19,40.0,50.0,45.0
Squash(Long),2024-02-19,50.0,60.0,55.0
Squash(Round),2024-02-19,60.0,70.0,66.67
Turnip,2024-02-19,70.0,80.0,76.67
Okara,2024-02-19,90.0,100.0,96.67
Sweet Potato,2024-02-19,60.0,70.0,66.67
Barela,2024-02-19,50.0,60.0,55.0
Arum,2024-02-19,70.0,80.0,76.67
Christophine,2024-02-19,40.0,50.0,46.67
Brd Leaf Mustard,2024-02-19,40.0,50.0,46.67
Spinach Leaf,2024-02-19,60.0,70.0,66.67
Cress Leaf,2024-02-19,60.0,70.0,66.67
Mustard Leaf,2024-02-19,30.0,40.0,35.0
Fenugreek Leaf,2024-02-19,60.0,70.0,66.67
Onion Green,2024-02-19,100.0,110.0,106.67
Bakula,2024-02-19,90.0,100.0,96.67
Yam,2024-02-19,60.0,70.0,66.67
Mushroom(Kanya),2024-02-19,100.0,120.0,110.0
Mushroom(Button),2024-02-19,280.0,330.0,302.0
Asparagus,2024-02-19,1800.0,2000.0,1900.0
Brocauli,2024-02-19,50.0,60.0,56.0
Sugarbeet,2024-02-19,70.0,80.0,76.67
Drumstick,2024-02-19,130.0,150.0,140.0
Red Cabbbage,2024-02-19,50.0,60.0,56.67
Lettuce,2024-02-19,70.0,80.0,76.67
Knolkhol,2024-02-19,50.0,60.0,56.67
Celery,2024-02-19,90.0,100.0,95.0
Parseley,2024-02-19,250.0,300.0,275.0
Fennel Leaf,2024-02-19,60.0,70.0,66.67
Mint,2024-02-19,350.0,400.0,375.0
Turnip A,2024-02-19,70.0,80.0,76.67
Tamarind,2024-02-19,140.0,150.0,146.67
Bamboo Shoot,2024-02-19,90.0,100.0,96.67
Tofu,2024-02-19,150.0,170.0,160.0
Gundruk,2024-02-19,250.0,300.0,275.0
Apple(Fuji),2024-02-19,300.0,350.0,325.0
Banana,2024-02-19,120.0,140.0,130.0
Lime,2024-02-19,250.0,300.0,275.0
Pomegranate,2024-02-19,280.0,300.0,290.0
Grapes(Green),2024-02-19,120.0,150.0,135.0
Grapes(Black),2024-02-19,200.0,220.0,210.0
Orange(Nepali),2024-02-19,140.0,160.0,150.0
Orange(Indian),2024-02-19,90.0,100.0,96.67
Water Melon(Green),2024-02-19,60.0,70.0,66.67
Sweet Orange,2024-02-19,140.0,150.0,145.0
Mandarin,2024-02-19,220.0,250.0,235.0
Pineapple,2024-02-19,180.0,200.0,190.0
Cucumber(Local),2024-02-19,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-19,60.0,70.0,65.0
Jack Fruit,2024-02-19,120.0,140.0,130.0
Lemon,2024-02-19,50.0,60.0,56.67
Pear(Chinese),2024-02-19,220.0,250.0,235.0
Papaya(Nepali),2024-02-19,80.0,90.0,83.33
Papaya(Indian),2024-02-19,90.0,100.0,96.67
Guava,2024-02-19,150.0,180.0,165.0
Mombin,2024-02-19,100.0,120.0,110.0
Kinnow,2024-02-19,90.0,100.0,96.67
Strawberry,2024-02-19,250.0,350.0,300.0
Kiwi,2024-02-19,400.0,500.0,450.0
Avocado,2024-02-19,300.0,400.0,350.0
Amla,2024-02-19,70.0,80.0,75.0
Ginger,2024-02-19,200.0,220.0,210.0
Chilli Dry,2024-02-19,460.0,480.0,470.0
Chilli Green,2024-02-19,80.0,90.0,86.0
Chilli Green(Bullet),2024-02-19,90.0,100.0,96.67
Chilli Green(Machhe),2024-02-19,70.0,80.0,76.67
Capsicum,2024-02-19,80.0,90.0,85.0
Garlic Green,2024-02-19,130.0,150.0,140.0
Coriander Green,2024-02-19,50.0,80.0,66.0
Garlic Dry Chinese,2024-02-19,320.0,340.0,330.0
Fish Fresh(Rahu),2024-02-19,340.0,360.0,350.0
Fish Fresh(Bachuwa),2024-02-19,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-02-19,250.0,300.0,276.67
Fish Fresh(Mungari),2024-02-19,350.0,370.0,360.0
Tree Tomato,2024-02-19,150.0,160.0,155.0
Tomato Big(Nepali),2024-02-18,50.0,60.0,55.0
Tomato Big(Indian),2024-02-18,60.0,70.0,65.0
Tomato Small(Tunnel),2024-02-18,35.0,45.0,40.0
Tomato Small(Indian),2024-02-18,25.0,35.0,30.0
Tomato Small(Terai),2024-02-18,25.0,35.0,30.0
Potato Red,2024-02-18,30.0,32.0,31.0
Potato Red(Indian),2024-02-18,30.0,32.0,31.0
Onion Dry (Indian),2024-02-18,70.0,75.0,72.67
Carrot(Local),2024-02-18,30.0,40.0,35.0
Carrot(Terai),2024-02-18,25.0,30.0,27.67
Cabbage(Local),2024-02-18,30.0,40.0,35.0
Cabbage,2024-02-18,25.0,30.0,27.67
Cauli Local,2024-02-18,25.0,35.0,30.0
Cauli Local(Jyapu),2024-02-18,30.0,40.0,35.0
Cauli Terai,2024-02-18,25.0,30.0,27.67
Raddish Red,2024-02-18,25.0,30.0,27.67
Raddish White(Local),2024-02-18,20.0,25.0,22.33
Raddish White(Hybrid),2024-02-18,25.0,30.0,27.67
Brinjal Long,2024-02-18,40.0,50.0,45.0
Brinjal Round,2024-02-18,50.0,60.0,55.0
Green Peas,2024-02-18,90.0,100.0,95.0
French Bean(Local),2024-02-18,90.0,100.0,95.0
French Bean(Hybrid),2024-02-18,90.0,100.0,95.0
French Bean(Rajma),2024-02-18,110.0,120.0,115.0
Sword Bean,2024-02-18,80.0,90.0,85.0
Bitter Gourd,2024-02-18,130.0,140.0,135.0
Bottle Gourd,2024-02-18,50.0,60.0,55.0
Pumpkin,2024-02-18,40.0,50.0,45.0
Squash(Long),2024-02-18,60.0,70.0,65.0
Squash(Round),2024-02-18,70.0,80.0,75.0
Turnip,2024-02-18,70.0,80.0,75.0
Okara,2024-02-18,90.0,100.0,95.0
Sweet Potato,2024-02-18,70.0,80.0,75.0
Barela,2024-02-18,50.0,60.0,55.0
Arum,2024-02-18,70.0,80.0,75.0
Christophine,2024-02-18,40.0,50.0,45.0
Brd Leaf Mustard,2024-02-18,40.0,50.0,45.0
Spinach Leaf,2024-02-18,70.0,80.0,75.0
Cress Leaf,2024-02-18,70.0,80.0,75.0
Mustard Leaf,2024-02-18,30.0,40.0,35.0
Fenugreek Leaf,2024-02-18,70.0,80.0,75.0
Onion Green,2024-02-18,110.0,120.0,115.0
Bakula,2024-02-18,60.0,70.0,65.0
Yam,2024-02-18,60.0,70.0,65.0
Mushroom(Kanya),2024-02-18,120.0,140.0,130.0
Mushroom(Button),2024-02-18,280.0,320.0,300.0
Brocauli,2024-02-18,50.0,60.0,55.0
Sugarbeet,2024-02-18,60.0,70.0,65.0
Drumstick,2024-02-18,100.0,150.0,123.33
Red Cabbbage,2024-02-18,50.0,60.0,55.0
Lettuce,2024-02-18,70.0,80.0,75.0
Knolkhol,2024-02-18,50.0,60.0,55.0
Celery,2024-02-18,90.0,100.0,95.0
Parseley,2024-02-18,250.0,300.0,276.67
Fennel Leaf,2024-02-18,70.0,80.0,75.0
Mint,2024-02-18,300.0,400.0,350.0
Turnip A,2024-02-18,70.0,80.0,75.0
Tamarind,2024-02-18,140.0,150.0,145.0
Bamboo Shoot,2024-02-18,90.0,100.0,95.0
Tofu,2024-02-18,150.0,170.0,160.0
Gundruk,2024-02-18,250.0,300.0,276.67
Apple(Fuji),2024-02-18,320.0,350.0,333.33
Banana,2024-02-18,120.0,140.0,130.0
Lime,2024-02-18,250.0,300.0,276.67
Pomegranate,2024-02-18,300.0,320.0,310.0
Grapes(Green),2024-02-18,130.0,150.0,140.0
Grapes(Black),2024-02-18,180.0,200.0,190.0
Orange(Nepali),2024-02-18,130.0,150.0,140.0
Orange(Indian),2024-02-18,90.0,100.0,95.0
Water Melon(Green),2024-02-18,60.0,70.0,65.0
Sweet Orange,2024-02-18,140.0,150.0,145.0
Mandarin,2024-02-18,200.0,220.0,210.0
Pineapple,2024-02-18,180.0,200.0,190.0
Cucumber(Local),2024-02-18,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-18,60.0,70.0,65.0
Jack Fruit,2024-02-18,90.0,100.0,95.0
Lemon,2024-02-18,50.0,60.0,55.0
Pear(Chinese),2024-02-18,240.0,250.0,245.0
Papaya(Nepali),2024-02-18,70.0,80.0,75.0
Papaya(Indian),2024-02-18,80.0,90.0,85.0
Guava,2024-02-18,160.0,200.0,180.0
Mombin,2024-02-18,90.0,100.0,95.0
Kinnow,2024-02-18,90.0,100.0,95.0
Strawberry,2024-02-18,250.0,350.0,300.0
Kiwi,2024-02-18,400.0,500.0,450.0
Amla,2024-02-18,90.0,100.0,95.0
Ginger,2024-02-18,220.0,240.0,230.0
Chilli Dry,2024-02-18,420.0,450.0,433.33
Chilli Green,2024-02-18,60.0,70.0,65.0
Chilli Green(Bullet),2024-02-18,60.0,70.0,65.0
Chilli Green(Machhe),2024-02-18,70.0,80.0,75.0
Chilli Green(Akbare),2024-02-18,200.0,250.0,226.67
Capsicum,2024-02-18,90.0,100.0,95.0
Garlic Green,2024-02-18,120.0,140.0,130.0
Coriander Green,2024-02-18,70.0,80.0,75.0
Garlic Dry Chinese,2024-02-18,330.0,350.0,340.0
Clive Dry,2024-02-18,200.0,250.0,226.67
Clive Green,2024-02-18,110.0,120.0,115.0
Fish Fresh(Rahu),2024-02-18,340.0,370.0,356.67
Fish Fresh(Bachuwa),2024-02-18,240.0,260.0,250.0
Fish Fresh(Chhadi),2024-02-18,250.0,300.0,276.67
Fish Fresh(Mungari),2024-02-18,350.0,370.0,360.0
Tree Tomato,2024-02-18,140.0,180.0,160.0
Tomato Big(Nepali),2024-02-17,50.0,60.0,55.0
Tomato Big(Indian),2024-02-17,60.0,70.0,66.67
Tomato Small(Tunnel),2024-02-17,35.0,40.0,38.33
Tomato Small(Indian),2024-02-17,28.0,32.0,30.0
Tomato Small(Terai),2024-02-17,25.0,35.0,30.0
Potato Red,2024-02-17,30.0,32.0,31.0
Potato Red(Indian),2024-02-17,30.0,32.0,31.0
Onion Dry (Indian),2024-02-17,70.0,75.0,72.5
Carrot(Local),2024-02-17,30.0,40.0,35.0
Carrot(Terai),2024-02-17,25.0,30.0,28.33
Cabbage(Local),2024-02-17,35.0,45.0,39.0
Cabbage,2024-02-17,25.0,35.0,30.0
Cauli Local,2024-02-17,25.0,35.0,29.0
Cauli Local(Jyapu),2024-02-17,30.0,40.0,36.67
Cauli Terai,2024-02-17,25.0,30.0,27.5
Raddish Red,2024-02-17,25.0,30.0,28.33
Raddish White(Local),2024-02-17,20.0,30.0,25.0
Raddish White(Hybrid),2024-02-17,25.0,30.0,28.33
Brinjal Long,2024-02-17,60.0,70.0,65.0
Brinjal Round,2024-02-17,50.0,60.0,56.67
Green Peas,2024-02-17,90.0,100.0,96.0
French Bean(Local),2024-02-17,100.0,110.0,106.67
French Bean(Hybrid),2024-02-17,100.0,110.0,106.67
French Bean(Rajma),2024-02-17,110.0,120.0,115.0
Sword Bean,2024-02-17,80.0,90.0,85.0
Bitter Gourd,2024-02-17,140.0,150.0,146.67
Bottle Gourd,2024-02-17,45.0,50.0,48.0
Pumpkin,2024-02-17,40.0,45.0,42.5
Squash(Long),2024-02-17,60.0,70.0,65.0
Squash(Round),2024-02-17,70.0,80.0,76.67
Turnip,2024-02-17,70.0,80.0,76.67
Okara,2024-02-17,100.0,120.0,110.0
Sweet Potato,2024-02-17,70.0,80.0,76.67
Barela,2024-02-17,50.0,60.0,55.0
Arum,2024-02-17,70.0,80.0,76.67
Christophine,2024-02-17,40.0,50.0,46.67
Brd Leaf Mustard,2024-02-17,40.0,50.0,46.67
Spinach Leaf,2024-02-17,70.0,80.0,76.67
Cress Leaf,2024-02-17,70.0,80.0,76.67
Mustard Leaf,2024-02-17,35.0,40.0,38.33
Fenugreek Leaf,2024-02-17,70.0,80.0,76.67
Onion Green,2024-02-17,110.0,120.0,115.0
Bakula,2024-02-17,60.0,70.0,65.0
Mushroom(Kanya),2024-02-17,100.0,120.0,112.0
Mushroom(Button),2024-02-17,270.0,320.0,298.0
Asparagus,2024-02-17,2000.0,2200.0,2100.0
Brocauli,2024-02-17,50.0,60.0,55.0
Sugarbeet,2024-02-17,50.0,60.0,56.67
Drumstick,2024-02-17,140.0,150.0,143.33
Red Cabbbage,2024-02-17,50.0,60.0,56.67
Lettuce,2024-02-17,70.0,80.0,76.67
Knolkhol,2024-02-17,50.0,60.0,56.67
Celery,2024-02-17,90.0,100.0,96.67
Parseley,2024-02-17,250.0,300.0,275.0
Fennel Leaf,2024-02-17,70.0,80.0,76.67
Mint,2024-02-17,300.0,400.0,350.0
Turnip A,2024-02-17,70.0,80.0,76.67
Tamarind,2024-02-17,140.0,150.0,146.67
Bamboo Shoot,2024-02-17,90.0,100.0,96.67
Tofu,2024-02-17,150.0,170.0,160.0
Gundruk,2024-02-17,250.0,300.0,275.0
Apple(Fuji),2024-02-17,320.0,350.0,335.0
Banana,2024-02-17,120.0,140.0,130.0
Lime,2024-02-17,250.0,300.0,275.0
Pomegranate,2024-02-17,300.0,320.0,313.33
Grapes(Green),2024-02-17,140.0,150.0,146.67
Grapes(Black),2024-02-17,180.0,200.0,190.0
Orange(Nepali),2024-02-17,130.0,150.0,142.5
Orange(Indian),2024-02-17,90.0,100.0,96.67
Water Melon(Green),2024-02-17,60.0,70.0,63.33
Sweet Orange,2024-02-17,140.0,150.0,146.67
Mandarin,2024-02-17,200.0,220.0,210.0
Pineapple,2024-02-17,180.0,200.0,190.0
Cucumber(Local),2024-02-17,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-17,60.0,70.0,66.67
Jack Fruit,2024-02-17,100.0,120.0,110.0
Lemon,2024-02-17,50.0,60.0,56.67
Pear(Chinese),2024-02-17,240.0,250.0,245.0
Papaya(Nepali),2024-02-17,70.0,80.0,76.67
Papaya(Indian),2024-02-17,80.0,90.0,86.67
Guava,2024-02-17,160.0,200.0,180.0
Mombin,2024-02-17,110.0,120.0,116.67
Kinnow,2024-02-17,90.0,100.0,96.67
Strawberry,2024-02-17,250.0,350.0,300.0
Kiwi,2024-02-17,400.0,500.0,450.0
Avocado,2024-02-17,300.0,400.0,350.0
Amla,2024-02-17,70.0,80.0,75.0
Ginger,2024-02-17,220.0,240.0,230.0
Chilli Dry,2024-02-17,420.0,450.0,435.0
Chilli Green,2024-02-17,60.0,70.0,66.67
Chilli Green(Bullet),2024-02-17,80.0,90.0,86.67
Chilli Green(Machhe),2024-02-17,70.0,80.0,76.67
Capsicum,2024-02-17,90.0,100.0,95.0
Garlic Green,2024-02-17,140.0,150.0,146.67
Coriander Green,2024-02-17,50.0,80.0,67.5
Garlic Dry Chinese,2024-02-17,330.0,350.0,340.0
Fish Fresh(Rahu),2024-02-17,340.0,360.0,350.0
Fish Fresh(Bachuwa),2024-02-17,240.0,260.0,250.0
Fish Fresh(Chhadi),2024-02-17,250.0,300.0,275.0
Fish Fresh(Mungari),2024-02-17,350.0,370.0,360.0
Tree Tomato,2024-02-17,140.0,150.0,145.0
Tomato Big(Nepali),2024-02-16,60.0,70.0,65.0
Tomato Big(Indian),2024-02-16,70.0,80.0,75.0
Tomato Small(Indian),2024-02-16,25.0,35.0,29.5
Tomato Small(Terai),2024-02-16,25.0,30.0,27.67
